datum	prob	*[+syllabic][+syllabic]	*[+word_boundary][-syllabic]	*[-syllabic][+word_boundary]	*[-word_boundary][+back]	*[-anterior][-high]	*[-high,-back][-word_boundary][+high]	*[+high][-word_boundary][-high]	*[-back,-tense][-word_boundary][-high,-tense]	*[-high][+anterior][+high]	*[+tense][-word_boundary][-high,+tense]	*[+tense][+dorsal][+tense]	*[+tense][-anterior][+tense]	*[-back,-tense][+dorsal][-tense]	*[-back,-tense][-anterior][-tense]	*[-syllabic][-syllabic]	*[+back][+word_boundary]	*[-high,-back][-anterior]
isS	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
iss	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
See	0.0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Sea	0.0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
SeE	0.0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Sek	0.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Sei	0.0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SeS	0.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SeI	0.0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ses	0.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Sae	0.0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Saa	0.0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
SaE	0.0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Sak	0.0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Sai	0.0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
SaS	0.0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
SaI	0.0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Sas	0.0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
SEe	0.0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SEa	0.0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
SEE	0.0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SEk	0.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SEi	0.0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SES	0.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SEI	0.0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SEs	0.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ske	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Ska	0.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
SkE	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Skk	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Ski	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SkS	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SkI	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Sks	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Sie	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sia	0.0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SiE	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sik	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sii	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SiS	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SiI	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sis	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSe	0.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
SSa	0.0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0
SSE	0.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
SSk	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SSi	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SSS	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SSI	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SSs	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SIe	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIa	0.0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SIE	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIk	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIi	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIS	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SII	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIs	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sse	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Ssa	0.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
SsE	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Ssk	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Ssi	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SsS	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SsI	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Sss	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Iee	0.0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Iea	0.0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
IeE	0.0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Iek	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iei	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IeS	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IeI	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ies	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iae	0.0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Iaa	0.0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
IaE	0.0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
Iak	0.0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Iai	0.0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IaS	0.0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IaI	0.0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Ias	0.0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IEe	0.0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IEa	0.0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
IEE	0.0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
IEk	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IEi	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IES	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IEI	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IEs	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ike	0.0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Ika	0.0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0
IkE	0.0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0
Ikk	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IkS	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IkI	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Iks	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Iie	0.0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Iia	0.0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
IiE	0.0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Iik	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iii	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IiS	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IiI	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iis	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISe	0.0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ISa	0.0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0
ISE	0.0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0
ISk	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ISS	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ISI	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ISs	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IIe	0.0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IIa	0.0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
IIE	0.0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
IIk	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IIi	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IIS	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
III	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IIs	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ise	0.0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Isa	0.0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
IsE	0.0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Isk	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IsS	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Iss	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
see	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sea	0.0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
seE	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sek	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sei	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
seS	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
seI	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ses	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sae	0.0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
saa	0.0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
saE	0.0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
sak	0.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
sai	0.0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
saS	0.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
saI	0.0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
sas	0.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
sEe	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sEa	0.0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
sEE	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sEk	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sEi	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sES	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
sEI	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sEs	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ske	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ska	0.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
skE	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
skk	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ski	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
skS	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
skI	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
sks	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
sie	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sia	0.0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
siE	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sik	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sii	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
siS	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
siI	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sis	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sSe	0.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
sSa	0.0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0
sSE	0.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
sSk	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
sSi	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
sSS	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
sSI	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
sSs	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
sIe	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sIa	0.0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
sIE	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sIk	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sIi	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sIS	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sII	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sIs	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sse	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ssa	0.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
ssE	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ssk	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ssi	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ssS	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ssI	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
sss	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
